url,label
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13108_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13109_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13110_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13111_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13112_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13113_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13114_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13115_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13116_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13117_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13118_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13119_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13120_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13121_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13122_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13123_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13124_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13125_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13126_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13127_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13128_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13129_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13130_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13131_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13132_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13133_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13134_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13135_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13136_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13137_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13138_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13139_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13140_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13141_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13142_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13143_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13144_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13145_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13146_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13147_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13148_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13149_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13150_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13151_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13152_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13153_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13154_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13155_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13156_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13157_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13158_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13159_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13160_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13161_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13162_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13163_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13164_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13165_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13166_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13167_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13168_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13169_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13170_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13171_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13172_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13173_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13174_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13175_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13176_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13177_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13178_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13179_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13180_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13181_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13182_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13183_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13184_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13185_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13186_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13187_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13188_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13189_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13190_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13191_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13192_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13193_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13194_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13195_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13196_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13197_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13198_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13199_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13200_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13201_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13202_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13203_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13204_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13205_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13206_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13207_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13208_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13209_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13210_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13211_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13212_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13213_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13214_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13215_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13216_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13217_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13218_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13219_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13220_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13221_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13222_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13223_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13224_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13225_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13226_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13227_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13228_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13229_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13230_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13231_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13232_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13233_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13234_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13235_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13236_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13237_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13238_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13239_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13240_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13241_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13242_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13243_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13244_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13245_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13246_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13247_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13248_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13249_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13250_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13251_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13252_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13253_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13254_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13255_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13256_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13257_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13258_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13259_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13260_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13261_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13262_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13263_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13264_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13265_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13266_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13267_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13268_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13269_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13270_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
file:///tf/workfiles/ZHAW/Machine Intelligence/Deep Learning/Arbeit/resized_images/13271_Tomato_Septoria_leaf_spot.jpg,Tomato_Septoria_leaf_spot
